Time	Fin	pitch rate	Az Demand	Az
2.57	-0.523599	0.229199	-2.24189	-0.516477
2.575	-0.523599	0.229069	-2.24458	-0.520498
2.58	-0.523599	0.228901	-2.24458	-0.524475
2.585	-0.523599	0.228694	-2.24691	-0.528471
2.59	-0.523599	0.228449	-2.24691	-0.532475
2.595	-0.523599	0.228166	-2.24923	-0.536487
2.6	-0.523599	0.227842	-2.24923	-0.540479
2.605	-0.523599	0.227481	-2.25154	-0.544537
2.61	-0.523599	0.227082	-2.25154	-0.548572
2.615	-0.523599	0.226643	-2.25298	-0.552614
2.62	-0.523599	0.226166	-2.25298	-0.556664
2.625	-0.523599	0.22565	-2.25529	-0.560716
2.63	-0.523599	0.225095	-2.25529	-0.564774
2.635	-0.523599	0.224501	-2.25761	-0.568835
2.64	-0.523599	0.223868	-2.25761	-0.572875
2.645	-0.523599	0.223198	-2.25992	-0.576963
2.65	-0.523599	0.222488	-2.25992	-0.581028
2.655	-0.523599	0.221741	-2.26005	-0.585093
2.66	-0.523599	0.220954	-2.26005	-0.589147
2.665	-0.523599	0.220125	-2.26236	-0.593136
2.67	-0.523599	0.219263	-2.26236	-0.597275
2.675	-0.523599	0.218362	-2.26466	-0.601328
2.68	-0.523599	0.217423	-2.26466	-0.605382
2.685	-0.523599	0.216447	-2.26696	-0.609427
2.69	-0.523599	0.215433	-2.26696	-0.613466
2.695	-0.523599	0.214382	-2.26575	-0.617492
2.7	-0.523599	0.213294	-2.26575	-0.621522
2.705	-0.523599	0.212168	-2.26804	-0.625536
2.71	-0.523599	0.211005	-2.26804	-0.629504
2.715	-0.523599	0.209806	-2.27033	-0.633532
2.72	-0.523599	0.208571	-2.27033	-0.637514
2.725	-0.523599	0.207301	-2.27262	-0.641483
2.73	-0.523599	0.205994	-2.27262	-0.645425
2.735	-0.523599	0.204652	-2.27007	-0.649377
2.74	-0.523599	0.203275	-2.27007	-0.653301
2.745	-0.523599	0.201864	-2.27235	-0.657209
2.75	-0.523599	0.200417	-2.27235	-0.661081
2.755	-0.523599	0.198937	-2.27463	-0.66497
2.76	-0.523599	0.197423	-2.27463	-0.668821
2.765	-0.523599	0.195876	-2.27691	-0.672653
2.77	-0.523599	0.194296	-2.27691	-0.676464
2.775	-0.523599	0.192684	-2.27299	-0.68025
2.78	-0.523599	0.191039	-2.27299	-0.684016
2.785	-0.523599	0.189363	-2.27525	-0.687755
2.79	-0.523599	0.187656	-2.27525	-0.691471
2.795	-0.523599	0.185918	-2.27752	-0.695159
2.8	-0.523599	0.18415	-2.27752	-0.698822
2.805	-0.523599	0.182352	-2.27979	-0.702454
2.81	-0.523599	0.180525	-2.27979	-0.706061
2.815	-0.523599	0.178669	-2.27453	-0.709634
2.82	-0.523599	0.176785	-2.27453	-0.713181
2.825	-0.523599	0.174873	-2.27678	-0.716694
2.83	-0.523599	0.172934	-2.27678	-0.720174
2.835	-0.523599	0.170969	-2.27904	-0.723621
2.84	-0.523599	0.168977	-2.27904	-0.727033
2.845	-0.523599	0.166961	-2.28129	-0.730411
2.85	-0.523599	0.164919	-2.28129	-0.733753
2.855	-0.523599	0.162854	-2.27472	-0.737056
2.86	-0.523599	0.160765	-2.27472	-0.740324
2.865	-0.523599	0.158653	-2.27696	-0.743552
2.87	-0.523599	0.156518	-2.27696	-0.746738
2.875	-0.523599	0.154363	-2.2792	-0.749889
2.88	-0.523599	0.152186	-2.2792	-0.752996
2.885	-0.523599	0.149989	-2.28144	-0.75606
2.89	-0.523599	0.147772	-2.28144	-0.759084
2.895	-0.523599	0.145537	-2.27363	-0.762064
2.9	-0.523599	0.143284	-2.27363	-0.764995
2.905	-0.523599	0.141013	-2.27585	-0.767889
2.91	-0.523599	0.138725	-2.27585	-0.770734
2.915	-0.523599	0.136422	-2.27808	-0.773531
2.92	-0.523599	0.134103	-2.27808	-0.776284
2.925	-0.523599	0.13177	-2.2803	-0.778987
2.93	-0.523599	0.129423	-2.2803	-0.78164
2.935	-0.523599	0.127063	-2.27131	-0.784249
2.94	-0.523599	0.124692	-2.27131	-0.786805
2.945	-0.523599	0.122308	-2.27352	-0.789311
2.95	-0.523599	0.119914	-2.27352	-0.791767
2.955	-0.523599	0.117511	-2.27574	-0.794171
2.96	-0.523599	0.115098	-2.27574	-0.796522
2.965	-0.523599	0.112677	-2.27795	-0.798823
2.97	-0.523599	0.110249	-2.27795	-0.80107
2.975	-0.523599	0.107814	-2.26787	-0.803262
2.98	-0.523599	0.105373	-2.26787	-0.805402
2.985	-0.523599	0.102928	-2.27007	-0.807486
2.99	-0.523599	0.100478	-2.27007	-0.809516
2.995	-0.523599	0.0980253	-2.27226	-0.81149
3	-0.523599	0.09557	-2.27226	-0.813409
3.005	-0.523599	0.093113	-2.27446	-0.815271
3.01	-0.523599	0.0906552	-2.27446	-0.817078
3.015	-0.523599	0.0881974	-2.26341	-0.818827
3.02	-0.523599	0.0857417	-2.26341	-0.820539
3.025	-0.523599	0.0832871	-2.26559	-0.822145
3.03	-0.523599	0.0808346	-2.26559	-0.823728
3.035	-0.523599	0.0783857	-2.26777	-0.82525
3.04	-0.523599	0.0759409	-2.26777	-0.826709
3.045	-0.523599	0.0735011	-2.26996	-0.828115
3.05	-0.523599	0.0710673	-2.26996	-0.829459
3.055	-0.523599	0.0686431	-2.25803	-0.830799
3.06	-0.523599	0.0662285	-2.25803	-0.831998
3.065	-0.523599	0.0638203	-2.2602	-0.833144
3.07	-0.523599	0.0614203	-2.2602	-0.834248
3.075	-0.523599	0.0590309	-2.26237	-0.83531
3.08	-0.523599	0.0566527	-2.26237	-0.836292
3.085	-0.523599	0.0542856	-2.26454	-0.837217
3.09	-0.523599	0.0519309	-2.26454	-0.838094
3.095	-0.523599	0.0495897	-2.25186	-0.838907
3.1	-0.523599	0.0472631	-2.25186	-0.839671
3.105	-0.523599	0.0449515	-2.25401	-0.840358
3.11	-0.523599	0.0426552	-2.25401	-0.840993
3.115	-0.523599	0.0403759	-2.25617	-0.841588
3.12	-0.523599	0.0381142	-2.25617	-0.8421
3.125	-0.523599	0.0358699	-2.25832	-0.84256
3.13	-0.523599	0.0336451	-2.25832	-0.842986
3.135	-0.523599	0.0314402	-2.24506	-0.843324
3.14	-0.523599	0.0292548	-2.24506	-0.843612
3.145	-0.523599	0.0270905	-2.24721	-0.843856
3.15	-0.523599	0.024946	-2.24721	-0.844021
3.155	-0.523599	0.0228244	-2.24935	-0.844159
3.16	-0.523599	0.0207263	-2.24935	-0.844227
3.165	-0.523599	0.018652	-2.25149	-0.844245
3.17	-0.523599	0.0166016	-2.25149	-0.844201
3.175	-0.523599	0.014577	-2.23781	-0.844121
3.18	-0.523599	0.0125786	-2.23781	-0.843971
3.185	-0.523599	0.0106066	-2.23994	-0.843772
3.19	-0.523599	0.00866275	-2.23994	-0.843537
3.195	-0.523599	0.00674728	-2.24207	-0.843226
3.2	-0.523599	0.00485991	-2.24207	-0.842867
3.205	-0.523599	0.00299979	-2.2442	-0.842446
3.21	-0.523599	0.00116931	-2.2442	-0.84199
3.215	-0.523599	-0.000630551	-2.23021	-0.841491
3.22	-0.523599	-0.00239903	-2.23021	-0.84094
3.225	-0.523599	-0.00413584	-2.23233	-0.840338
3.23	-0.523599	-0.00584087	-2.23233	-0.839682
3.235	-0.523599	-0.00751352	-2.23444	-0.838986
3.24	-0.523599	-0.00915322	-2.23444	-0.838239
3.245	-0.523599	-0.0107599	-2.23656	-0.837443
3.25	-0.523599	-0.0123309	-2.23656	-0.836649
3.255	-0.523599	-0.0138661	-2.22237	-0.835755
3.26	-0.523599	-0.0153683	-2.22237	-0.834814
3.265	-0.523599	-0.016836	-2.22448	-0.833853
3.27	-0.523599	-0.0182678	-2.22448	-0.832848
3.275	-0.523599	-0.0196629	-2.22659	-0.831815
3.28	-0.523599	-0.0210217	-2.22659	-0.830714
3.285	-0.523599	-0.022345	-2.22869	-0.829579
3.29	-0.523599	-0.0236316	-2.22869	-0.82842
3.295	-0.523599	-0.0248805	-2.21443	-0.827223
3.3	-0.523599	-0.0260917	-2.21443	-0.825985
3.305	-0.523599	-0.0272612	-2.21653	-0.824794
3.31	-0.523599	-0.028397	-2.21653	-0.823406
3.315	-0.523599	-0.0294941	-2.21863	-0.822073
3.32	-0.523599	-0.0305522	-2.21863	-0.820703
3.325	-0.523599	-0.0315712	-2.22072	-0.819304
3.33	-0.523599	-0.0325507	-2.22072	-0.817883
3.335	-0.523599	-0.0334909	-2.20654	-0.816413
3.34	-0.523599	-0.0343919	-2.20654	-0.814929
3.345	-0.523599	-0.0352529	-2.20863	-0.813416
3.35	-0.523599	-0.0360741	-2.20863	-0.811877
3.355	-0.523599	-0.0368552	-2.21071	-0.810314
3.36	-0.523599	-0.0375952	-2.21071	-0.808744
3.365	-0.523599	-0.0382959	-2.2128	-0.807117
3.37	-0.523599	-0.0389562	-2.2128	-0.805487
3.375	-0.523599	-0.0395763	-2.19878	-0.803834
3.38	-0.523599	-0.0401559	-2.19878	-0.802164
3.385	-0.523599	-0.0406951	-2.20085	-0.800475
3.39	-0.523599	-0.0411939	-2.20085	-0.798769
3.395	-0.523599	-0.0416518	-2.20293	-0.797058
3.4	-0.523599	-0.0420699	-2.20293	-0.795311
3.405	-0.523599	-0.0424477	-2.205	-0.793561
3.41	-0.523599	-0.0427853	-2.205	-0.791798
3.415	-0.523599	-0.0430827	-2.19122	-0.790027
3.42	-0.523599	-0.0433401	-2.19122	-0.788241
3.425	-0.523599	-0.0435577	-2.19329	-0.786448
3.43	-0.523599	-0.0437356	-2.19329	-0.784647
3.435	-0.523599	-0.0438739	-2.19535	-0.782839
3.44	-0.523599	-0.0439727	-2.19535	-0.781026
3.445	-0.523599	-0.0440324	-2.19742	-0.779208
3.45	-0.523599	-0.0440531	-2.19742	-0.777387
3.455	-0.523599	-0.0440351	-2.18395	-0.775563
3.46	-0.523599	-0.0439785	-2.18395	-0.773739
3.465	-0.523599	-0.0438837	-2.18601	-0.771914
3.47	-0.523599	-0.0437509	-2.18601	-0.770091
3.475	-0.523599	-0.0435804	-2.18806	-0.768271
3.48	-0.523599	-0.0433725	-2.18806	-0.766453
3.485	-0.523599	-0.0431276	-2.19012	-0.76464
3.49	-0.523599	-0.042846	-2.19012	-0.762833
3.495	-0.523599	-0.042528	-2.177	-0.761033
3.5	-0.523599	-0.0421741	-2.177	-0.75924
3.505	-0.523599	-0.0417845	-2.17905	-0.757457
3.51	-0.523599	-0.0413597	-2.17905	-0.755683
3.515	-0.523599	-0.0409001	-2.18109	-0.753921
3.52	-0.523599	-0.0404062	-2.18109	-0.752171
3.525	-0.523599	-0.0398783	-2.18314	-0.750434
3.53	-0.523599	-0.039317	-2.18314	-0.748711
3.535	-0.523599	-0.0387226	-2.1704	-0.747004
3.54	-0.523599	-0.0380958	-2.1704	-0.745313
3.545	-0.523599	-0.0374368	-2.17243	-0.74364
3.55	-0.523599	-0.0367464	-2.17243	-0.741985
3.555	-0.523599	-0.036025	-2.17447	-0.740349
3.56	-0.523599	-0.035273	-2.17447	-0.738734
3.565	-0.523599	-0.0344911	-2.1765	-0.73714
3.57	-0.523599	-0.0336793	-2.1765	-0.735582
3.575	-0.523599	-0.0328393	-2.16413	-0.734024
3.58	-0.523599	-0.031971	-2.16413	-0.732499
3.585	-0.523599	-0.031075	-2.16615	-0.731001
3.59	-0.523599	-0.0301519	-2.16615	-0.729528
3.595	-0.523599	-0.0292023	-2.16817	-0.728082
3.6	-0.523599	-0.0282268	-2.16817	-0.726665
3.605	-0.523599	-0.0272262	-2.1702	-0.725274
3.61	-0.523599	-0.0262009	-2.1702	-0.723914
3.615	-0.523599	-0.0251517	-2.15817	-0.722585
3.62	-0.523599	-0.0240791	-2.15817	-0.721286
3.625	-0.523599	-0.0229839	-2.16018	-0.72002
3.63	-0.523599	-0.0218666	-2.16018	-0.718787
3.635	-0.523599	-0.0207281	-2.16219	-0.717586
3.64	-0.523599	-0.0195688	-2.16219	-0.71642
3.645	-0.523599	-0.0183896	-2.16421	-0.715289
3.65	-0.523599	-0.0171911	-2.16421	-0.714194
3.655	-0.523599	-0.0159741	-2.15245	-0.713135
3.66	-0.523599	-0.0147392	-2.15245	-0.712113
3.665	-0.523599	-0.013487	-2.15445	-0.71113
3.67	-0.523599	-0.0122185	-2.15445	-0.710184
3.675	-0.523599	-0.0109342	-2.15646	-0.709277
3.68	-0.523599	-0.00963484	-2.15646	-0.70841
3.685	-0.523599	-0.00832122	-2.15846	-0.707584
3.69	-0.523599	-0.00699405	-2.15846	-0.706798
3.695	-0.523599	-0.00565405	-2.14691	-0.706053
3.7	-0.523599	-0.00430196	-2.14691	-0.70535
3.705	-0.523599	-0.00293852	-2.14891	-0.70469
3.71	-0.523599	-0.00156448	-2.14891	-0.704072
3.715	-0.523599	-0.000180581	-2.1509	-0.703498
3.72	-0.523599	0.00121243	-2.1509	-0.702968
3.725	-0.523599	0.00261381	-2.1529	-0.702481
3.73	-0.523599	0.0040228	-2.1529	-0.702039
3.735	-0.523599	0.00543865	-2.14146	-0.701642
3.74	-0.523599	0.00686062	-2.14146	-0.701291
3.745	-0.523599	0.00828795	-2.14344	-0.700985
3.75	-0.523599	0.00971989	-2.14344	-0.700725
3.755	-0.523599	0.0111557	-2.14543	-0.700511
3.76	-0.523599	0.0125946	-2.14543	-0.700344
3.765	-0.523599	0.0140358	-2.14741	-0.700223
3.77	-0.523599	0.0154787	-2.14741	-0.70015
3.775	-0.523599	0.0169224	-2.13597	-0.700123
3.78	-0.523599	0.0183663	-2.13597	-0.700144
3.785	-0.523599	0.0198095	-2.13795	-0.700213
3.79	-0.523599	0.0212514	-2.13795	-0.700329
3.795	-0.523599	0.0226912	-2.13992	-0.700493
3.8	-0.523599	0.0241281	-2.13992	-0.700705
3.805	-0.523599	0.0255615	-2.14189	-0.700964
3.81	-0.523599	0.0269906	-2.14189	-0.701272
3.815	-0.523599	0.0284141	-2.13032	-0.701618
3.82	-0.523599	0.0298325	-2.13032	-0.702033
3.825	-0.523599	0.0312444	-2.13228	-0.702484
3.83	-0.523599	0.0326491	-2.13228	-0.702984
3.835	-0.523599	0.034046	-2.13424	-0.703531
3.84	-0.523599	0.0354344	-2.13424	-0.704126
3.845	-0.523599	0.0368135	-2.1362	-0.704768
3.85	-0.523599	0.0381827	-2.1362	-0.705458
3.855	-0.523599	0.0395413	-2.12437	-0.706196
3.86	-0.523599	0.0408886	-2.12437	-0.70698
3.865	-0.523599	0.042224	-2.12632	-0.707811
3.87	-0.523599	0.0435467	-2.12632	-0.708687
3.875	-0.523599	0.0448562	-2.12826	-0.709614
3.88	-0.523599	0.0461515	-2.12826	-0.710578
3.885	-0.523599	0.0474326	-2.13021	-0.711601
3.89	-0.523599	0.0486985	-2.13021	-0.712662
3.895	-0.523599	0.0499487	-2.11797	-0.71377
3.9	-0.523599	0.0511825	-2.11797	-0.714921
3.905	-0.523599	0.0523994	-2.1199	-0.716117
3.91	-0.523599	0.0535981	-2.1199	-0.717345
3.915	-0.523599	0.0547793	-2.12183	-0.718641
3.92	-0.523599	0.0559418	-2.12183	-0.719967
3.925	-0.523599	0.057085	-2.12376	-0.721336
3.93	-0.523599	0.0582084	-2.12376	-0.722747
3.935	-0.523599	0.0593115	-2.11095	-0.724199
3.94	-0.523599	0.0603937	-2.11095	-0.725691
3.945	-0.523599	0.0614545	-2.11287	-0.727225
3.95	-0.523599	0.0624935	-2.11287	-0.728797
3.955	-0.523599	0.0635101	-2.11479	-0.730409
3.96	-0.523599	0.0645038	-2.11479	-0.732059
3.965	-0.523599	0.0654742	-2.11671	-0.733747
3.97	-0.523599	0.0664208	-2.11671	-0.735472
3.975	-0.523599	0.0673432	-2.10318	-0.737234
3.98	-0.523599	0.068241	-2.10318	-0.739031
3.985	-0.523599	0.0691137	-2.10509	-0.740862
3.99	-0.523599	0.069961	-2.10509	-0.742728
3.995	-0.523599	0.0707824	-2.10699	-0.744627
4	-0.523599	0.0715774	-2.10699	-0.746557
4.005	-0.523599	0.072346	-2.10889	-0.748522
4.01	-0.523599	0.073087	-2.10889	-0.750503
4.015	-0.523599	0.0738009	-2.0945	-0.752541
4.02	-0.523599	0.0744877	-2.0945	-0.754592
4.025	-0.523599	0.0751465	-2.09639	-0.75667
4.03	-0.523599	0.0757772	-2.09639	-0.758781
4.035	-0.523599	0.0763795	-2.09828	-0.760915
4.04	-0.523599	0.076953	-2.09828	-0.763074
4.045	-0.523599	0.0774977	-2.10016	-0.765258
4.05	-0.523599	0.0780131	-2.10016	-0.767465
4.055	-0.523599	0.0784992	-2.08478	-0.769694
4.06	-0.523599	0.0789554	-2.08478	-0.77194
4.065	-0.523599	0.0793818	-2.08665	-0.774213
4.07	-0.523599	0.0797783	-2.08665	-0.776504
4.075	-0.523599	0.0801419	-2.08852	-0.778752
4.08	-0.523599	0.0804784	-2.08852	-0.781136
4.085	-0.523599	0.0807845	-2.09039	-0.783475
4.09	-0.523599	0.0810601	-2.09039	-0.785832
4.095	-0.523599	0.0813053	-2.07388	-0.788201
4.1	-0.523599	0.0815189	-2.07388	-0.790564
4.105	-0.523599	0.0817029	-2.07574	-0.792976
4.11	-0.523599	0.081856	-2.07574	-0.795377
4.115	-0.523599	0.0819786	-2.07759	-0.797792
4.12	-0.523599	0.0820704	-2.07759	-0.800213
4.125	-0.523599	0.0821316	-2.07944	-0.80264
4.13	-0.523599	0.082162	-2.07944	-0.805073
4.135	-0.523599	0.0821619	-2.06171	-0.807511
4.14	-0.523599	0.0821311	-2.06171	-0.809951
4.145	-0.523599	0.0820699	-2.06354	-0.812395
4.15	-0.523599	0.0819783	-2.06354	-0.814838
4.155	-0.523599	0.0818564	-2.06537	-0.817281
4.16	-0.523599	0.0817043	-2.06537	-0.819722
4.165	-0.523599	0.0815222	-2.0672	-0.822162
4.17	-0.523599	0.0813101	-2.0672	-0.824594
4.175	-0.523599	0.0810684	-2.04816	-0.827026
4.18	-0.523599	0.0807973	-2.04816	-0.82945
4.185	-0.523599	0.0804968	-2.04997	-0.831865
4.19	-0.523599	0.0801672	-2.04997	-0.83427
4.195	-0.523599	0.0798088	-2.05178	-0.836669
4.2	-0.523599	0.0794218	-2.05178	-0.839054
4.205	-0.523599	0.0790066	-2.05359	-0.841427
4.21	-0.523599	0.0785631	-2.05359	-0.843784
4.215	-0.523599	0.078092	-2.03318	-0.84613
4.22	-0.523599	0.0775934	-2.03318	-0.848458
4.225	-0.523599	0.0770678	-2.03497	-0.850769
4.23	-0.523599	0.0765153	-2.03497	-0.853061
4.235	-0.523599	0.0759365	-2.03676	-0.855335
4.24	-0.523599	0.0753316	-2.03676	-0.857587
4.245	-0.523599	0.074701	-2.03855	-0.859817
4.25	-0.523599	0.074045	-2.03855	-0.86202
4.255	-0.523599	0.0733642	-2.01672	-0.864206
4.26	-0.523599	0.072659	-2.01672	-0.866362
4.265	-0.523599	0.0719297	-2.01848	-0.868494
4.27	-0.523599	0.0711769	-2.01848	-0.870597
4.275	-0.523599	0.070401	-2.02025	-0.872672
4.28	-0.523599	0.0696024	-2.02025	-0.874716
4.285	-0.523599	0.0687816	-2.02202	-0.87673
4.29	-0.523599	0.0679392	-2.02202	-0.878713
4.295	-0.523599	0.0670755	-1.99877	-0.880661
4.3	-0.523599	0.0661912	-1.99877	-0.882577
4.305	-0.523599	0.0652867	-2.00051	-0.884458
4.31	-0.523599	0.0643626	-2.00051	-0.886301
4.315	-0.523599	0.0634194	-2.00225	-0.88811
4.32	-0.523599	0.0624576	-2.00225	-0.889878
4.325	-0.523599	0.0614779	-2.00399	-0.891611
4.33	-0.523599	0.0604808	-2.00399	-0.893302
4.335	-0.523599	0.0594668	-1.97934	-0.894955
4.34	-0.523599	0.0584366	-1.97934	-0.896564
4.345	-0.523599	0.0573908	-1.98105	-0.898133
4.35	-0.523599	0.0563299	-1.98105	-0.899658
4.355	-0.523599	0.0552545	-1.98277	-0.90114
4.36	-0.523599	0.0541652	-1.98277	-0.902577
4.365	-0.523599	0.0530627	-1.98449	-0.903968
4.37	-0.523599	0.0519476	-1.98449	-0.905314
4.375	-0.523599	0.0508205	-1.95846	-0.906613
4.38	-0.523599	0.049682	-1.95846	-0.907865
4.385	-0.523599	0.0485327	-1.96016	-0.90907
4.39	-0.523599	0.0473733	-1.96016	-0.910225
4.395	-0.523599	0.0462045	-1.96185	-0.911332
4.4	-0.523599	0.0450268	-1.96185	-0.91239
4.405	-0.523599	0.0438409	-1.96355	-0.913397
4.41	-0.523599	0.0426474	-1.96355	-0.914354
4.415	-0.523599	0.0414471	-1.93621	-0.915259
4.42	-0.523599	0.0402404	-1.93621	-0.916113
4.425	-0.523599	0.0390296	-1.93788	-0.916939
4.43	-0.523599	0.0378124	-1.93788	-0.917662
4.435	-0.523599	0.0365908	-1.93955	-0.918359
4.44	-0.523599	0.0353656	-1.93955	-0.919003
4.445	-0.523599	0.0341373	-1.94122	-0.919594
4.45	-0.523599	0.0329067	-1.94122	-0.920132
4.455	-0.523599	0.0316742	-1.91267	-0.920616
4.46	-0.523599	0.0304406	-1.91267	-0.921046
4.465	-0.523599	0.0292065	-1.91431	-0.921421
4.47	-0.523599	0.0279725	-1.91431	-0.921743
4.475	-0.523599	0.0267393	-1.91595	-0.92201
4.48	-0.523599	0.0255075	-1.91595	-0.922223
4.485	-0.523599	0.0242776	-1.91759	-0.922381
4.49	-0.523599	0.0230503	-1.91759	-0.922485
4.495	-0.523599	0.0218263	-1.88793	-0.922534
4.5	-0.523599	0.020606	-1.88793	-0.922529
4.505	-0.523599	0.0193901	-1.88955	-0.922469
4.51	-0.523599	0.0181792	-1.88955	-0.922355
4.515	-0.523599	0.0169738	-1.89116	-0.922187
4.52	-0.523599	0.0157746	-1.89116	-0.921965
4.525	-0.523599	0.0145821	-1.89278	-0.921688
4.53	-0.523599	0.0133967	-1.89278	-0.921359
4.535	-0.523599	0.0122194	-1.86212	-0.920978
4.54	-0.523599	0.0110501	-1.86212	-0.920539
4.545	-0.523599	0.00988977	-1.8637	-0.92005
4.55	-0.523599	0.00873898	-1.8637	-0.919512
4.555	-0.523599	0.00759785	-1.86529	-0.918914
4.56	-0.523599	0.0064671	-1.86529	-0.918269
4.565	-0.523599	0.00534727	-1.86688	-0.917573
4.57	-0.523599	0.00423871	-1.86688	-0.916824
4.575	-0.523599	0.00314195	-1.83534	-0.916026
4.58	-0.523599	0.00205754	-1.83534	-0.915179
4.585	-0.523599	0.000985737	-1.8369	-0.914279
4.59	-0.523599	-7.29417e-005	-1.8369	-0.913332
4.595	-0.523599	-0.00111803	-1.83846	-0.912337
4.6	-0.523599	-0.0021492	-1.83846	-0.911293
4.605	-0.523599	-0.00316603	-1.84002	-0.910203
4.61	-0.523599	-0.00416813	-1.84002	-0.909065
4.615	-0.523599	-0.00515513	-1.80773	-0.907882
4.62	-0.523599	-0.00612645	-1.80773	-0.906657
4.625	-0.523599	-0.00708111	-1.80927	-0.905396
4.63	-0.523599	-0.0080187	-1.80927	-0.904083
4.635	-0.523599	-0.00893977	-1.8108	-0.902717
4.64	-0.523599	-0.00984354	-1.8108	-0.901327
4.645	-0.523599	-0.0107292	-1.81233	-0.899886
4.65	-0.523599	-0.0115976	-1.81233	-0.89839
4.655	-0.523599	-0.0124492	-1.7794	-0.896855
4.66	-0.523599	-0.0132831	-1.7794	-0.895291
4.665	-0.523599	-0.0140987	-1.78091	-0.893688
4.67	-0.523599	-0.0148957	-1.78091	-0.892048
4.675	-0.523599	-0.0156744	-1.78241	-0.890362
4.68	-0.523599	-0.0164348	-1.78241	-0.888642
4.685	-0.523599	-0.0171766	-1.78392	-0.88689
4.69	-0.523599	-0.0178998	-1.78392	-0.885097
4.695	-0.523599	-0.0186044	-1.75046	-0.883275
4.7	-0.523599	-0.0192888	-1.75046	-0.881447
4.705	-0.523599	-0.0199532	-1.75194	-0.879556
4.71	-0.523599	-0.0205995	-1.75194	-0.877626
4.715	-0.523599	-0.0212272	-1.75342	-0.875679
4.72	-0.523599	-0.0218351	-1.75342	-0.873718
4.725	-0.523599	-0.0224227	-1.75489	-0.871721
4.73	-0.523599	-0.0229906	-1.75489	-0.869691
4.735	-0.523599	-0.0235388	-1.72108	-0.867641
4.74	-0.523599	-0.0240666	-1.72108	-0.865575
4.745	-0.523599	-0.0245746	-1.72253	-0.86346
4.75	-0.523599	-0.0250644	-1.72253	-0.861318
4.755	-0.523599	-0.0255352	-1.72398	-0.859168
4.76	-0.523599	-0.0259854	-1.72398	-0.857018
4.765	-0.523599	-0.0264162	-1.72543	-0.854808
4.77	-0.523599	-0.0268282	-1.72543	-0.852598
4.775	-0.523599	-0.0272206	-1.6913	-0.850371
4.78	-0.523599	-0.0275934	-1.6913	-0.848126
4.785	-0.523599	-0.0279467	-1.69272	-0.845864
4.79	-0.523599	-0.0282805	-1.69272	-0.843591
4.795	-0.523599	-0.0285952	-1.69414	-0.84129
4.8	-0.523599	-0.0288914	-1.69414	-0.838979
4.805	-0.523599	-0.0291689	-1.69556	-0.836658
4.81	-0.523599	-0.0294275	-1.69556	-0.834326
4.815	-0.523599	-0.0296674	-1.66118	-0.831985
4.82	-0.523599	-0.0298893	-1.66118	-0.829625
4.825	-0.523599	-0.030093	-1.66257	-0.827261
4.83	-0.523599	-0.0302787	-1.66257	-0.82489
4.835	-0.523599	-0.0304466	-1.66396	-0.822507
4.84	-0.523599	-0.0305972	-1.66396	-0.82012
4.845	-0.523599	-0.0307304	-1.66535	-0.817726
4.85	-0.523599	-0.0308462	-1.66535	-0.815338
4.855	-0.523599	-0.0309456	-1.63078	-0.812927
4.86	-0.523599	-0.0310285	-1.63078	-0.810521
4.865	-0.523599	-0.0310952	-1.63214	-0.808112
4.87	-0.523599	-0.0311459	-1.63214	-0.805701
4.875	-0.523599	-0.0311809	-1.6335	-0.80329
4.88	-0.523599	-0.0312006	-1.6335	-0.800878
4.885	-0.523599	-0.0312051	-1.63486	-0.798467
4.89	-0.523599	-0.0311949	-1.63486	-0.796057
4.895	-0.523599	-0.0311702	-1.60012	-0.793649
4.9	-0.523599	-0.0311314	-1.60012	-0.791244
4.905	-0.523599	-0.0310788	-1.60146	-0.788842
4.91	-0.523599	-0.0310127	-1.60146	-0.786445
4.915	-0.523599	-0.0309335	-1.60279	-0.784053
4.92	-0.523599	-0.0308416	-1.60279	-0.781666
4.925	-0.523599	-0.0307372	-1.60412	-0.779286
4.93	-0.523599	-0.0306208	-1.60412	-0.776912
4.935	-0.523599	-0.0304927	-1.56923	-0.774546
4.94	-0.523599	-0.0303533	-1.56923	-0.772187
4.945	-0.523599	-0.030203	-1.57053	-0.769838
4.95	-0.523599	-0.030042	-1.57053	-0.767498
4.955	-0.523599	-0.029871	-1.57183	-0.765167
4.96	-0.523599	-0.0296901	-1.57183	-0.762847
4.965	-0.523599	-0.0294998	-1.57314	-0.760537
4.97	-0.523599	-0.0293005	-1.57314	-0.758239
4.975	-0.523599	-0.0290926	-1.53807	-0.755952
4.98	-0.523599	-0
