time	EngineWithSpeed.RPM	EngineWithSpeed.engineTorque		EngineWithSpeed.n.torque	EngineWithSpeed.n.acceleration	aRC.shiftTime	aRC.clutchConnector.pressure	RC.relativeVelocity	RC.cBreakfreeDisp	RC.displacement	RC.ccBreakfreeDisp					RC.actuatorConnector.pressure	RC.n.torque	RC.n.acceleration	RC.p.torque	RC.p.acceleration	aLRB.shiftTime	aLRB.clutchConnector.pressure	GLRB.p.torque	GLRB.p.acceleration	LRB.relativeVelocity	LRB.cBreakfreeDisp	LRB.displacement	LRB.ccBreakfreeDisp					LRB.actuatorConnector.pressure	LRB.n.torque	LRB.n.acceleration	LRB.p.torque	LRB.p.acceleration	aTCC.shiftTime	aTCC.clutchConnector.pressure	TCC.relativeVelocity	TCC.cBreakfreeDisp	TCC.displacement	TCC.ccBreakfreeDisp					TCC.actuatorConnector.pressure	TCC.n.torque	TCC.n.acceleration	TCC.p.torque	TCC.p.acceleration	Converter.turbineTorque	Converter.turbineSpeed	Converter.impellerTorque	Converter.impellerSpeed			Converter.turbine.torque	Converter.turbine.acceleration	Converter.impeller.torque	Converter.impeller.acceleration	GOB.p.torque	GOB.p.acceleration	aOB.shiftTime	aOB.clutchConnector.pressure	OB.relativeVelocity	OB.cBreakfreeDisp	OB.displacement	OB.ccBreakfreeDisp					OB.actuatorConnector.pressure	OB.n.torque	OB.n.acceleration	OB.p.torque	OB.p.acceleration	aDC.shiftTime	aDC.clutchConnector.pressure	DC.relativeVelocity	DC.cBreakfreeDisp	DC.displacement	DC.ccBreakfreeDisp					DC.actuatorConnector.pressure	DC.n.torque	DC.n.acceleration	DC.p.torque	DC.p.acceleration	aIOC.shiftTime	aIOC.clutchConnector.pressure	IOC.relativeVelocity	IOC.cBreakfreeDisp	IOC.displacement	IOC.ccBreakfreeDisp					IOC.actuatorConnector.pressure	IOC.n.torque	IOC.n.acceleration	IOC.p.torque	IOC.p.acceleration	GPOC.p.torque	GPOC.p.acceleration	aPOC.shiftTime	aPOC.clutchConnector.pressure	POC.relativeVelocity	POC.cBreakfreeDisp	POC.displacement	POC.ccBreakfreeDisp					POC.actuatorConnector.pressure	POC.n.torque	POC.n.acceleration	POC.p.torque	POC.p.acceleration	aFC.shiftTime	aFC.clutchConnector.pressure	FC.relativeVelocity	FC.cBreakfreeDisp	FC.displacement	FC.ccBreakfreeDisp					FC.actuatorConnector.pressure	FC.n.torque	FC.n.acceleration	FC.p.torque	FC.p.acceleration	GIOC.p.torque	GIOC.p.acceleration	myCar.wheelSpeed	myCar.speed	myCar.p.torque	myCar.p.acceleration	GearBox.pinionToPinionForce	GearBox.ringToPinionForce	GearBox.pinionToReverseForce	GearBox.forwardToPinionForce	GearBox.&forwardSun.acceleration	GearBox.&forwardSun.torque	GearBox.&forwardSun.speed	GearBox.&shortPinion.acceleration	GearBox.&shortPinion.torque	GearBox.&shortPinion.speed	GearBox.&longPinion.acceleration	GearBox.&longPinion.torque	GearBox.&longPinion.speed	GearBox.&reverseSun.acceleration	GearBox.&reverseSun.torque	GearBox.&reverseSun.speed	GearBox.&ring.acceleration	GearBox.&ring.torque	GearBox.&ring.speed	GearBox.&carrier.torque	GearBox.&carrier.speed	GearBox.&carrier.acceleration	GearBox.ifSun.torque	GearBox.ifSun.acceleration	GearBox.irSun.torque	GearBox.irSun.acceleration	GearBox.iCoupler.torque	GearBox.iCoupler.acceleration	GearBox.oRing.torque	GearBox.oRing.acceleration	shaft_spring.ddTorque	shaft_spring.dTorque	shaft_spring.p.torque	shaft_spring.p.acceleration	shaft_spring.n.torque	shaft_spring.n.acceleration	shaft_damper.velocity	shaft_damper.n.torque	shaft_damper.n.acceleration	shaft_damper.p.torque	shaft_damper.p.acceleration	
10	1836.07	79.4836	1.43279e-322	-84.512	-17.9588	9.99285	0	-0.0098388	0.0001	-9e-005	0.0001	-0.0098388	-2.31611e-008	5.61675e-021	4.09964e-021	0	1e-013	6.46622	-1e-013	6.47407	9.99285	0	1.00016e-014	0	-150.345	0.0001	-0.00011	0.0001	-150.345	5.82671e-006	5.28249e-033	2.96647e-033	8.3358e-035	1.00016e-014	6.46986	-1.00016e-014	0	9.99285	0	41.9314	0.0001	0.0001	0.0001	-41.9314	0	0	0	0	-1e-013	6.47407	1e-013	-17.9588	99.3344	150.34	87.0262	192.271	-0.118119	-8.39912e-323	-98.564	6.47407	84.512	-17.9588	1e-014	0	9.99285	0	-150.35	0.0001	-9e-005	0.0001	-150.35	5.81664e-006	1.20288e-033	4.09964e-021	0	1e-014	6.46622	-1e-014	0	0.895792	999.999	-0.00544516	0.0101	0.00727161	0.0101	0.00544516	-0.00544516	-0.00282837	-0.0173716	999.999	-57.9418	6.46986	57.9418	6.47407	0.995792	2.97901e-005	-150.35	0.0001	-1e-005	0	-150.35	5.81664e-006	2.6813e-021	-4.94066e-324	2.97901e-005	1.72923e-322	6.46622	-1.38338e-322	0	5.92879e-323	0	7.79542	-6.42285e-323	-150.345	0.0001	-1e-005	0	-150.345	5.82671e-006	-8.37778e-021	-1.4822e-322	1.28457e-322	-2.81617e-322	6.46986	1.38338e-322	0	9.79285	1000	-7.59334e-005	0.0101	0.000581958	0.0101	7.59334e-005	-7.59334e-005	-0.00951804	-0.010682	1000	-40.6223	6.47422	40.6223	6.47407	-4.94066e-324	0	444.952	31.7695	92.8304	6.70208	-449.194	451.343	-2.15541	449.2	6.47422	40.6223	150.34	-0.00654185	0	0.00805384	0.00654185	0	-0.00805384	6.46622	-1.1e-013	150.35	6.47168	-92.8304	150.343	57.9418	150.345	6.46986	40.6223	6.47422	-1.1e-013	6.46622	57.9418	6.46986	-92.8304	6.47168	-36.8643	-25.5341	108.789	6.47168	-108.789	6.70208	0.159588	-15.9588	6.47168	15.9588	6.70208	
10.1	1822.48	79.378	-4.94066e-323	-82.5067	-11.1741	10.0928	0	-0.00907935	0.0001	-9e-005	0.0001	-0.00907935	2.91283e-008	6.23682e-022	-1.47681e-021	0	1e-013	6.27298	-1e-013	6.28031	10.0928	0	9.99931e-015	0	-150.982	0.0001	-0.00011	0.0001	-150.982	4.67627e-007	8.11994e-034	4.24338e-033	-3.62949e-035	9.99931e-015	6.27634	-9.99931e-015	0	10.0928	0	39.872	0.0001	0.0001	0.0001	-39.872	0	0	0	0	-1e-013	6.28031	1e-013	-11.1741	95.1283	150.977	84.0711	190.849	-0.108926	6.91692e-323	-94.3809	6.28031	82.5067	-11.1741	1e-014	0	10.0928	0	-150.986	0.0001	-9e-005	0.0001	-150.986	4.81112e-007	4.4403e-033	-1.47681e-021	0	1e-014	6.27298	-1e-014	0	0.995792	1000	-0.00503568	0.0101	0.00674776	0.0101	0.00503568	-0.00503568	-0.00335224	-0.0168478	1000	-55.4883	6.27634	55.4883	6.28031	1.09579	3.23262e-006	-150.986	0.0001	-1e-005	0	-150.986	4.81112e-007	-1.08641e-020	1.97626e-323	3.23262e-006	-4.94066e-323	6.27298	4.94066e-323	0	1.33398e-322	0	7.89542	-7.90505e-323	-150.982	0.0001	-1e-005	0	-150.982	4.67627e-007	-3.2025e-021	2.96439e-323	0	3.95253e-323	6.27634	-1.97626e-323	0	9.89285	1000	-8.64235e-005	0.0101	0.000573743	0.0101	8.64235e-005	-8.64235e-005	-0.00952626	-0.0106737	1000	-38.8926	6.28038	38.8926	6.28031	-1.4822e-322	0	446.874	31.9067	88.8189	6.33483	-430.04	432.125	-2.09099	430.046	6.28038	38.8926	150.977	-0.00606002	0	0.00742388	0.00606002	0	-0.00742388	6.27298	-1.1e-013	150.986	6.27803	-88.8189	150.98	55.4883	150.982	6.27634	38.8926	6.28038	-1.1e-013	6.27298	55.4883	6.27634	-88.8189	6.27803	-9.08931	-27.6362	106.092	6.27803	-106.092	6.33483	0.172726	-17.2726	6.27803	17.2726	6.33483	
10.2	1813.94	79.2838	3.80431e-322	-81.0927	-6.46047	10.1928	0	-0.00837189	0.0001	-9e-005	0.0001	-0.00837189	-1.69625e-007	3.27019e-021	1.21001e-020	0	1e-013	6.12065	-1e-013	6.12748	10.1928	0	1.00025e-014	0	-151.602	0.0001	-0.00011	0.0001	-151.602	4.8501e-006	1.9562e-033	-1.97614e-032	1.30905e-034	1.00025e-014	6.12376	-1.00025e-014	0	10.1928	0	38.3573	0.0001	0.0001	0.0001	-38.3573	0	0	0	0	-1e-013	6.12748	1e-013	-6.46047	92.1349	151.598	81.9972	189.955	-0.101957	2.17389e-322	-91.4057	6.12748	81.0927	-6.46047	1e-014	0	10.1928	0	-151.606	0.0001	-9e-005	0.0001	-151.606	4.7734e-006	-2.28745e-032	1.21001e-020	0	1e-014	6.12065	-1e-014	0	1.09579	999.999	-0.00465205	0.0101	0.00626365	0.0101	0.00465205	-0.00465205	-0.00383634	-0.0163636	999.999	-53.7423	6.12376	53.7423	6.12748	1.19579	1.7696e-005	-151.606	0.0001	-1e-005	0	-151.606	4.7734e-006	2.26368e-020	-2.47033e-323	1.7696e-005	3.65609e-322	6.12065	-2.66795e-322	0	3.45846e-323	0	7.99542	2.91499e-322	-151.602	0.0001	-1e-005	0	-151.602	4.8501e-006	6.5458e-021	-3.95253e-323	7.90505e-322	-2.37152e-322	6.12376	1.4822e-323	0	9.99285	1000	-9.13866e-005	0.0101	0.000564896	0.0101	9.13866e-005	-9.13866e-005	-0.0095351	-0.0106649	1000	-37.6634	6.1275	37.6634	6.12748	1.58101e-322	0	448.71	32.0378	85.9789	6.07362	-416.434	418.468	-2.04022	416.439	6.1275	37.6634	151.597	-0.005606	0	0.006841	0.005606	0	-0.006841	6.12065	-1.1e-013	151.606	6.12532	-85.9789	151.6	53.7423	151.602	6.12376	37.6634	6.1275	-1.1e-013	6.12065	53.7423	6.12376	-85.9789	6.12532	8.27206	-27.7852	103.345	6.12532	-103.345	6.07362	0.173658	-17.3658	6.12532	17.3658	6.07362	
10.3	1809.44	79.1984	8.89318e-323	-80.1566	-3.42229	10.2928	0	-0.00771382	0.0001	-9e-005	0.0001	-0.00771382	-3.54009e-008	8.09674e-034	2.18845e-021	0	1e-013	5.99786	-1e-013	6.00419	10.2928	0	1.00005e-014	0	-152.208	0.0001	-0.00011	0.0001	-152.208	2.93027e-007	-1.45752e-033	-4.82326e-033	2.83188e-035	1.00005e-014	6.00074	-1.00005e-014	0	10.2928	0	37.2799	0.0001	0.0001	0.0001	-37.2799	0	0	0	0	-1e-013	6.00419	1e-013	-3.42229	90.1239	152.204	80.6357	189.483	-0.0967461	-1.03754e-322	-89.4094	6.00419	80.1566	-3.42229	1e-014	0	10.2928	0	-152.211	0.0001	-9e-005	0.0001	-152.211	2.76888e-007	-4.94566e-033	2.18845e-021	0	1e-014	5.99786	-1e-014	0	1.19579	1000	-0.00429337	0.0101	0.00581656	0.0101	0.00429337	-0.00429337	-0.00428344	-0.0159166	1000	-52.5694	6.00074	52.5694	6.00419	1.29579	8.28114e-008	-152.211	0.0001	-1e-005	0	-152.211	2.76888e-007	8.24063e-021	-4.94066e-323	8.28114e-008	1.63042e-322	5.99786	-5.92879e-323	0	4.44659e-323	0	8.09542	1.67982e-322	-152.208	0.0001	-1e-005	0	-152.208	2.93027e-007	2.5738e-021	1.4822e-323	2.17389e-322	-4.94066e-323	6.00074	4.94066e-324	0	10.0928	1000	-9.19721e-005	0.0101	0.000555665	0.0101	9.19721e-005	-9.19721e-005	-0.00954434	-0.0106557	1000	-36.84	6.00419	36.84	6.00419	4.94066e-323	0	450.476	32.1639	84.0917	5.89862	-407.327	409.321	-1.99929	407.332	6.00419	36.84	152.204	-0.00517652	0	0.00630209	0.00517652	0	-0.00630209	5.99786	-1.1e-013	152.211	6.00217	-84.0917	152.206	52.5694	152.208	6.00074	36.84	6.00419	-1.1e-013	5.99786	52.5694	6.00074	-84.0917	6.00217	16.5687	-26.4281	100.609	6.00217	-100.609	5.89862	0.165176	-16.5176	6.00217	16.5176	5.89862	
10.4	1807.28	79.1175	-2.96439e-323	-79.492	-1.33751	10.3928	0	-0.00710425	0.0001	-9e-005	0.0001	-0.00710425	-4.58899e-010	3.25542e-037	2.46303e-023	0	1e-013	5.8977	-1e-013	5.90356	10.3928	0	1.00001e-014	0	-152.803	0.0001	-0.00011	0.0001	-152.803	-6.07578e-009	-2.62887e-034	-9.79272e-035	3.41711e-036	1.00001e-014	5.90036	-1.00001e-014	0	10.3928	0	36.4584	0.0001	0.0001	0.0001	-36.4584	0	0	0	0	-1e-013	5.90356	1e-013	-1.33751	88.6679	152.799	79.6793	189.257	-0.0926386	0	-87.9653	5.90356	79.492	-1.33751	1e-014	0	10.3928	0	-152.806	0.0001	-9e-005	0.0001	-152.806	-6.31492e-009	-3.46419e-035	2.46303e-023	0	1e-014	5.8977	-1e-014	0	1.29579	1000	-0.00396013	0.0101	0.00540411	0.0101	0.00396013	-0.00396013	-0.00469589	-0.0155041	1000	-51.7202	5.90036	51.7202	5.90356	1.39579	9.32013e-010	-152.806	0.0001	-1e-005	0	-152.806	-6.31492e-009	6.08526e-021	-9.38725e-323	9.32013e-010	-8.89318e-323	5.8977	1.08694e-322	0	4.94066e-323	0	8.19542	1.23516e-322	-152.803	0.0001	-1e-005	0	-152.803	-6.07578e-009	2.89673e-023	7.90505e-323	6.42285e-323	1.4822e-323	5.90036	-4.94066e-324	0	10.1928	1000	-9.03438e-005	0.0101	0.00054652	0.0101	9.03438e-005	-9.03438e-005	-0.00955348	-0.0106465	1000	-36.2451	5.90354	36.2451	5.90356	-1.4822e-323	0	452.2	32.287	82.7367	5.77178	-400.751	402.712	-1.9659	400.756	5.90354	36.2451	152.799	-0.00477653	0	0.00580469	0.00477653	0	-0.00580469	5.8977	-1.1e-013	152.806	5.90168	-82.7367	152.801	51.7202	152.803	5.90036	36.2451	5.90354	-1.1e-013	5.8977	51.7202	5.90036	-82.7367	5.90168	20.7836	-24.507	98.0535	5.90168	-98.0535	5.77178	0.153169	-15.3169	5.90168	15.3169	5.77178	
10.5	1806.56	79.039	-1.43279e-322	-78.9968	0.150843	10.4928	0	-0.00654064	0.0001	-9e-005	0.0001	-0.00654064	-5.22388e-008	1.47817e-033	3.34557e-021	0	1e-013	5.81387	-1e-013	5.81929	10.4928	0	9.99913e-015	0	-153.389	0.0001	-0.00011	0.0001	-153.389	8.0306e-007	4.51112e-033	-6.17831e-033	-4.59948e-035	9.99913e-015	5.81631	-9.99913e-015	0	10.4928	0	35.7967	0.0001	0.0001	0.0001	-35.7967	0	0	0	0	-1e-013	5.81929	1e-013	0.150843	87.5587	153.385	78.9757	189.182	-0.0892234	1.05236e-321	-86.8662	5.81929	78.9968	0.150843	1e-014	0	10.4928	0	-153.392	0.0001	-9e-005	0.0001	-153.392	7.79929e-007	-8.13621e-033	3.34557e-021	0	1e-014	5.81387	-1e-014	0	1.39579	1000	-0.00365143	0.0101	0.0050237	0.0101	0.00365143	-0.00365143	-0.0050763	-0.0151237	1000	-51.0733	5.81631	51.0733	5.81929	1.49579	1.26597e-007	-153.392	0.0001	-1e-005	0	-153.392	7.79929e-007	3.27513e-021	-1.28457e-322	1.26597e-007	-7.65802e-322	5.81387	4.89125e-322	0	1.5316e-322	0	8.29542	9.38725e-323	-153.389	0.0001	-1e-005	0	-153.389	8.0306e-007	3.93468e-021	3.60668e-322	3.60668e-322	2.56914e-322	5.81631	-1.92686e-322	0	10.2928	1000	-8.75402e-005	0.0101	0.000537678	0.0101	8.75402e-005	-8.75402e-005	-0.00956232	-0.0106377	1000	-35.7929	5.81925	35.7929	5.81929	-2.2727e-322	0	453.894	32.408	81.7121	5.67486	-395.755	397.688	-1.93796	395.759	5.81925	35.7929	153.385	-0.00440573	0	0.00534584	0.00440573	0	-0.00534584	5.81387	-1.1e-013	153.392	5.81754	-81.7121	153.387	51.0733	153.389	5.81631	35.7929	5.81925	-1.1e-013	5.81387	51.0733	5.81631	-81.7121	5.81754	22.8287	-22.4293	95.7304	5.81754	-95.7304	5.67486	0.140183	-14.0183	5.81754	14.0183	5.67486	
10.6	1807.21	78.9626	-7.90505e-323	-78.6626	1.07165	10.5928	0	-0.00601955	0.0001	-9e-005	0.0001	-0.00601955	3.00701e-010	7.60043e-034	-4.11598e-034	0	1e-013	5.74261	-1e-013	5.74761	10.5928	0	9.99958e-015	0	-153.966	0.0001	-0.00011	0.0001	-153.966	1.98627e-006	2.31109e-033	5.96224e-035	-2.20799e-035	9.99958e-015	5.74486	-9.99958e-015	0	10.5928	0	35.2867	0.0001	0.0001	0.0001	-35.2867	0	0	0	0	-1e-013	5.74761	1e-013	1.07165	86.7799	153.963	78.5125	189.25	-0.0864562	3.7549e-322	-86.096	5.74761	78.6626	1.07165	1e-014	0	10.5928	0	-153.969	0.0001	-9e-005	0.0001	-153.969	1.98663e-006	-9.40765e-035	-4.11598e-034	0	1e-014	5.74261	-1e-014	0	1.49579	1000	-0.00336542	0.0101	0.004673	0.0101	0.00336542	-0.00336542	-0.005427	-0.014773	1000	-50.6191	5.74486	50.6191	5.74761	1.59579	1.29415e-014	-153.969	0.0001	-1e-005	0	-153.969	1.98663e-006	-1.49752e-021	1.97626e-323	1.29415e-014	-1.18576e-322	5.74261	6.91692e-323	0	3.45846e-323	0	8.39542	-7.41098e-323	-153.967	0.0001	-1e-005	0	-153.967	1.98627e-006	3.58066e-034	1.28457e-322	6.42285e-323	3.95253e-323	5.74486	-3.95253e-323	0	10.3928	1000	-8.35968e-005	0.0101	0.000529103	0.0101	8.35968e-005	-8.35968e-005	-0.0095709	-0.0106291	1000	-35.4768	5.74757	35.4768	5.74761	5.92879e-323	0	455.561	32.527	81.0052	5.60669	-392.267	394.177	-1.9142	392.271	5.74757	35.4768	153.963	-0.00406022	0	0.00492273	0.00406022	0	-0.00492273	5.74261	-1.1e-013	153.969	5.74599	-81.0052	153.965	50.6191	153.966	5.74486	35.4768	5.74757	-1.1e-013	5.74261	50.6191	5.74486	-81.0052	5.74599	22.2885	-20.1441	93.5953	5.74599	-93.5953	5.60669	0.125901	-12.5901	5.74599	12.5901	5.60669	
10.7	1808.56	78.8867	-9.88131e-324	-78.411	1.69906	10.6928	0	-0.00553883	0.0001	-9e-005	0.0001	-0.00553883	-5.54197e-011	8.9411e-034	-9.80823e-035	0	1e-013	5.68123	-1e-013	5.68585	10.6928	0	9.99983e-015	0	-154.538	0.0001	-0.00011	0.0001	-154.538	3.00963e-006	1.57379e-033	-1.55948e-034	-8.86745e-036	9.99983e-015	5.68331	-9.99983e-015	0	10.6928	0	34.8565	0.0001	0.0001	0.0001	-34.8565	0	0	0	0	-1e-013	5.68585	1e-013	1.69906	86.171	154.535	78.1731	189.391	-0.084045	1.97626e-322	-85.4944	5.68585	78.411	1.69906	1e-014	0	10.6928	0	-154.54	0.0001	-9e-005	0.0001	-154.54	3.00975e-006	-1.24737e-035	-9.80823e-035	0	1e-014	5.68123	-1e-014	0	1.59579	1000	-0.00310126	0.0101	0.00434987	0.0101	0.00310126	-0.00310126	-0.00575013	-0.0144499	1000	-50.264	5.68331	50.264	5.68585	1.69579	5.59393e-015	-154.54	0.0001	-1e-005	0	-154.54	3.00975e-006	-3.06347e-021	8.39912e-323	5.59394e-015	9.88131e-323	5.68123	-7.90505e-323	0	-2.96439e-323	0	8.49542	-1.18576e-322	-154.538	0.0001	-1e-005	0	-154.538	3.00963e-006	5.78487e-034	5.92879e-323	4.94066e-324	-2.47033e-323	5.68331	1.97626e-323	0	10.4928	1000	-7.93104e-005	0.0101	0.000520955	0.0101	7.93104e-005	-7.93104e-005	-0.00957905	-0.010621	1000	-35.2304	5.6858	35.2304	5.68585	1.4822e-322	0	457.21	32.6447	80.4582	5.55298	-389.549	391.439	-1.89374	389.553	5.6858	35.2304	154.535	-0.00374103	0	0.00453292	0.00374103	0	-0.00453292	5.68123	-1.1e-013	154.54	5.68435	-80.4582	154.537	50.264	154.538	5.68331	35.2304	5.6858	-1.1e-013	5.68123	50.264	5.68331	-80.4582	5.68435	21.0186	-17.9723	91.6909	5.68435	-91.6909	5.55298	0.112327	-11.2327	5.68435	11.2327	5.55298	
10.8	1810.43	78.8108	4.44659e-323	-78.2212	2.10561	10.7928	0	-0.00509549	0.0001	-9e-005	0.0001	-0.00509549	-1.92955e-010	1.94413e-034	1.55156e-035	0	1e-013	5.62732	-1e-013	5.63158	10.7928	0	1e-014	0	-155.103	0.0001	-0.00011	0.0001	-155.103	2.78265e-006	2.76422e-034	-5.44201e-035	7.64843e-037	1e-014	5.62923	-1e-014	0	10.7928	0	34.4865	0.0001	0.0001	0.0001	-34.4865	0	0	0	0	-1e-013	5.63158	1e-013	2.10561	85.6897	155.101	77.9265	189.587	-0.0819023	1.4822e-323	-85.0196	5.63158	78.2212	2.10561	1e-014	0	10.7928	0	-155.106	0.0001	-9e-005	0.0001	-155.106	2.78262e-006	-1.59864e-035	1.55156e-035	0	1e-014	5.62732	-1e-014	0	1.69579	1000	-0.00285741	0.0101	0.00405216	0.0101	0.00285741	-0.00285741	-0.00604784	-0.0141522	1000	-49.9833	5.62923	49.9833	5.63158	1.79579	1.12484e-016	-155.106	0.0001	-1e-005	0	-155.106	2.78262e-006	-7.35946e-022	2.47033e-323	1.12484e-016	-4.44659e-323	5.62732	4.44659e-323	0	-9.88131e-323	0	8.59542	4.94066e-324	-155.103	0.0001	-1e-005	0	-155.103	2.78265e-006	1.44009e-034	5.92879e-323	-1.03754e-322	0	5.62923	9.88131e-323	0	10.5928	1000	-7.48567e-005	0.0101	0.000513235	0.0101	7.48567e-005	-7.48567e-005	-0.00958676	-0.0106132	1000	-35.0362	5.63153	35.0362	5.63158	3.45846e-323	0	458.844	32.7614	80.0314	5.51016	-387.411	389.283	-1.87577	387.414	5.63153	35.0362	155.1	-0.00344602	0	0.00417383	0.00344602	0	-0.00417383	5.62732	-1.1e-013	155.106	5.63019	-80.0314	155.102	49.9833	155.103	5.62923	35.0362	5.63153	-1.1e-013	5.62732	49.9833	5.62923	-80.0314	5.63019	19.2053	-15.9403	89.9941	5.63019	-89.9941	5.51016	0.099627	-9.9627	5.63019	9.9627	5.51016	
10.9	1812.52	78.7342	1.97626e-323	-78.0583	2.41428	10.8928	0	-0.00468676	0.0001	-9e-005	0.0001	-0.00468676	3.23681e-010	-1.83958e-033	-5.03543e-034	0	1e-013	5.57838	-1e-013	5.5823	10.8928	0	9.99983e-015	0	-155.664	0.0001	-0.00011	0.0001	-155.664	3.53618e-007	-9.82667e-034	7.37858e-034	-8.91787e-036	9.99983e-015	5.58014	-9.99983e-015	0	10.8928	0	34.144	0.0001	0.0001	0.0001	-34.144	0	0	0	0	-1e-013	5.5823	1e-013	2.41428	85.2644	155.661	77.7203	189.805	-0.0798894	-4.94066e-324	-84.6001	5.5823	78.0583	2.41428	1e-014	0	10.8928	0	-155.666	0.0001	-9e-005	0.0001	-155.666	3.53812e-007	-2.3903e-034	-5.03543e-034	0	1e-014	5.57838	-1e-014	0	1.79579	1000	-0.00263251	0.0101	0.00377772	0.0101	0.00263251	-0.00263251	-0.00632228	-0.0138777	1000	-49.7353	5.58014	49.7353	5.5823	1.89579	5.38629e-015	-155.666	0.0001	-1e-005	0	-155.666	3.53812e-007	7.29366e-021	-2.56914e-322	5.38629e-015	-9.28843e-322	5.57838	7.06514e-322	0	-1.38338e-322	0	8.69542	3.85371e-322	-155.664	0.0001	-1e-005	0	-155.664	3.53618e-007	-1.46535e-033	2.37152e-322	-2.56914e-322	2.2233e-322	5.58014	1.5316e-322	0	10.6928	1000	-7.05665e-005	0.0101	0.000505988	0.0101	7.05665e-005	-7.05665e-005	-0.00959401	-0.010606	1000	-34.8648	5.58226	34.8648	5.5823	-4.59481e-322	0	460.469	32.8774	79.6555	5.47195	-385.522	387.379	-1.85946	385.526	5.58226	34.8648	155.661	-0.00317385	0	0.00384292	0.00317385	0	-0.00384292	5.57838	-1.1e-013	155.666	5.58102	-79.6555	155.663	49.7353	155.664	5.58014	34.8648	5.58226	-1.1e-013	5.57838	49.7353	5.58014	-79.6555	5.58102	17.4526	-14.1481	88.498	5.58102	-88.498	5.47195	0.0884258	-8.84258	5.58102	8.84258	5.47195	
11	1814.96	78.6574	1.18576e-322	-77.9374	2.57152	10.9928	0	-0.00431019	0.0001	-9e-005	0.0001	-0.00431019	1.01851e-009	5.18333e-021	6.98129e-036	0	1e-013	5.53471	-1e-013	5.53832	10.9928	0	1.00002e-014	0	-156.22	0.0001	-0.00011	0.0001	-156.22	-7.09864e-007	-3.75709e-034	1.18557e-034	1.02508e-035	1.00002e-014	5.53633	-1.00002e-014	0	10.9928	0	33.8433	0.0001	0.0001	0.0001	-33.8433	0	0	0	0	-1e-013	5.53832	1e-013	2.57152	84.9264	156.217	77.5774	190.06	-0.0780648	3.45846e-323	-84.2673	5.53832	77.9374	2.57152	1e-014	0	10.9928	0	-156.222	0.0001	-9e-005	0.0001	-156.222	-7.09667e-007	5.18333e-021	6.98129e-036	0	1e-014	5.53471	-1e-014	0	1.89579	1000	-0.00242515	0.0101	0.00352505	0.0101	0.00242515	-0.00242515	-0.00657495	-0.0136251	1000	-49.5382	5.53633	49.5382	5.53832	1.99579	3.73391e-024	-156.222	0.0001	-1e-005	0	-156.222	-7.09667e-007	7.02578e-021	1.4822e-323	3.73414e-024	-7.90505e-323	5.53471	1.43279e-322	0	4.94066e-323	0	8.79542	1.43279e-322	-156.22	0.0001	-1e-005	0	-156.22	-7.09864e-007	-2.77022e-034	-5.92879e-323	9.38725e-323	1.4822e-322	5.53633	-8.39912e-323	0	10.7928	1000	-6.62458e-005	0.0101	0.000499135	0.0101	6.62458e-005	-6.62458e-005	-0.00960086	-0.0105991	1000	-34.7291	5.53828	34.7291	5.53832	-2.37152e-322	0	462.081	32.9925	79.3616	5.44116	-384.03	385.872	-1.8449	384.033	5.53828	34.7291	156.217	-0.00292253	0	0.00353835	0.00292253	0	-0.00353835	5.53471	-1.1e-013	156.222	5.53714	-79.3616	156.219	49.5382	156.22	5.53633	34.7291	5.53828	-1.1e-013	5.53471	49.5382	5.53633	-79.3616	5.53714	15.3575	-12.4847	87.1645	5.53714	-87.1645	5.44116	0.0780296	-7.80296	5.53714	7.80296	5.44116	
