Time	Fin	pitch rate	Ki	Kacc	 Kg	K	Az Demand	Az
0.596	0.523599	0.126876	40.9295	0.917472	0.357849	0.012249	-1	-9.20278
0.597	0.523599	0.12667	40.931	0.917469	0.357834	0.0122484	-1	-9.20888
0.598	0.523599	0.126466	40.9325	0.917465	0.35782	0.0122478	-1	-9.21495
0.599	0.523599	0.126262	40.934	0.917462	0.357805	0.0122472	-1	-9.22099
0.6	0.523599	0.12606	40.9355	0.917458	0.357791	0.0122466	-1	-9.22699
0.601	0.523599	0.125859	40.937	0.917455	0.357776	0.012246	-1	-9.23295
0.602	0.523599	0.125659	40.9385	0.917451	0.357762	0.0122454	-1	-9.23888
0.603	0.523599	0.12546	40.94	0.917448	0.357747	0.0122448	-1	-9.24478
0.604	0.523599	0.125262	40.9414	0.917444	0.357733	0.0122442	-1	-9.25065
0.605	0.523599	0.125065	40.9429	0.917441	0.357719	0.0122436	-1	-9.25648
0.606	0.523599	0.124869	40.9444	0.917437	0.357705	0.012243	-1	-9.26228
0.607	0.523599	0.124675	40.9459	0.917434	0.35769	0.0122424	-1	-9.26804
0.608	0.523599	0.124481	40.9473	0.91743	0.357676	0.0122418	-1	-9.27378
0.609	0.523599	0.124288	40.9488	0.917427	0.357662	0.0122412	-1	-9.27947
0.61	0.523599	0.124097	40.9502	0.917424	0.357648	0.0122406	-1	-9.28514
0.611	0.523599	0.123906	40.9517	0.91742	0.357634	0.01224	-1	-9.29078
0.612	0.523599	0.123717	40.9531	0.917417	0.35762	0.0122394	-1	-9.29638
0.613	0.523599	0.123528	40.9546	0.917414	0.357606	0.0122389	-1	-9.30195
0.614	0.523599	0.123341	40.956	0.91741	0.357592	0.0122383	-1	-9.30749
0.615	0.523599	0.123155	40.9575	0.917407	0.357578	0.0122377	-1	-9.31299
0.616	0.523599	0.122969	40.9589	0.917404	0.357564	0.0122371	-1	-9.31847
0.617	0.523599	0.122785	40.9603	0.917401	0.35755	0.0122366	-1	-9.3239
0.618	0.523599	0.122601	40.9617	0.917397	0.357536	0.012236	-1	-9.32932
0.619	0.523599	0.122419	40.9632	0.917394	0.357522	0.0122354	-1	-9.33471
0.62	0.523599	0.122237	40.9646	0.917391	0.357508	0.0122348	-1	-9.34007
0.621	0.523599	0.122057	40.966	0.917388	0.357495	0.0122343	-1	-9.34541
0.622	0.523599	0.121877	40.9674	0.917384	0.357481	0.0122337	-1	-9.35071
0.623	0.523599	0.121698	40.9688	0.917381	0.357467	0.0122331	-1	-9.35599
0.624	0.523599	0.121521	40.9702	0.917378	0.357453	0.0122326	-1	-9.36122
0.625	0.523599	0.121344	40.9716	0.917375	0.35744	0.012232	-1	-9.36645
0.626	0.523599	0.121168	40.973	0.917372	0.357426	0.0122315	-1	-9.37164
0.627	0.523599	0.120994	40.9744	0.917369	0.357413	0.0122309	-1	-9.3768
0.628	0.523599	0.12082	40.9758	0.917366	0.357399	0.0122304	-1	-9.38192
0.629	0.523599	0.120647	40.9772	0.917363	0.357385	0.0122298	-1	-9.38703
0.63	0.523599	0.120475	40.9786	0.917359	0.357372	0.0122293	-1	-9.3921
0.631	0.523599	0.120305	40.98	0.917356	0.357358	0.0122287	-1	-9.39714
0.632	0.523599	0.120135	40.9814	0.917353	0.357345	0.0122282	-1	-9.40215
0.633	0.523599	0.119966	40.9828	0.91735	0.357332	0.0122276	-1	-9.40712
0.634	0.523599	0.119799	40.9841	0.917347	0.357318	0.0122271	-1	-9.41207
0.635	0.523599	0.119
